event,date,fight_url,fighter_a,fighter_b,winner,method,round,time,weight_class
UFC 312: Du Plessis vs. Strickland 2,"February 08, 2025",http://www.ufcstats.com/fight-details/c7fadbdfdc14c282,Aleksandre Topuria,Colby Thicknesse,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC 312: Du Plessis vs. Strickland 2,"February 08, 2025",http://www.ufcstats.com/fight-details/1f70a4516a70abf2,Rongzhu,Kody Steele,Draw/NC,U-DEC,3,5:00,Lightweight
UFC 312: Du Plessis vs. Strickland 2,"February 08, 2025",http://www.ufcstats.com/fight-details/8bc8bb0021337de7,Jonathan Micallef,Kevin Jousset,Draw/NC,U-DEC,3,5:00,Welterweight
UFC 312: Du Plessis vs. Strickland 2,"February 08, 2025",http://www.ufcstats.com/fight-details/4218d1d1ce6d322c,Quillan Salkilld,Anshul Jubli,Draw/NC,"KO/TKO

      

        Punch",1,0:19,Lightweight
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025",http://www.ufcstats.com/fight-details/85e79748b75eb30e,Nassourdine Imavov,Israel Adesanya,Draw/NC,"KO/TKO

      

        Punch",2,0:30,Middleweight
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025",http://www.ufcstats.com/fight-details/426e7a3de68117b0,Michael Page,Shara Magomedov,Draw/NC,U-DEC,3,5:00,Middleweight
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025",http://www.ufcstats.com/fight-details/3c00f34f20c8a189,Sergei Pavlovich,Jairzinho Rozenstruik,Draw/NC,U-DEC,3,5:00,Heavyweight
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025",http://www.ufcstats.com/fight-details/70b8dca3addcf4de,Vinicius Oliveira,Said Nurmagomedov,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025",http://www.ufcstats.com/fight-details/775788423f5eeb99,Fares Ziam,Mike Davis,Draw/NC,U-DEC,3,5:00,Lightweight
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025",http://www.ufcstats.com/fight-details/940f586104bf8bc8,Muhammad Naimov,Kaan Ofli,Draw/NC,U-DEC,3,5:00,Featherweight
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025",http://www.ufcstats.com/fight-details/43bbaf06603b0f0c,Shamil Gaziev,Thomas Petersen,Draw/NC,"KO/TKO

      

        Punch",1,3:12,Heavyweight
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025",http://www.ufcstats.com/fight-details/e97e71a593e4c28d,Terrance McKinney,Damir Hadzovic,Draw/NC,"KO/TKO

      

        Punches",1,2:01,Lightweight
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025",http://www.ufcstats.com/fight-details/91bf33ada75d6061,Jasmine Jasudavicius,Mayra Bueno Silva,Draw/NC,U-DEC,3,5:00,Women's Flyweight
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025",http://www.ufcstats.com/fight-details/750257171ad29a2c,Bogdan Grad,Lucas Alexander,Draw/NC,"KO/TKO

      

        Punches",2,4:22,Featherweight
UFC Fight Night: Adesanya vs. Imavov,"February 01, 2025",http://www.ufcstats.com/fight-details/984ce1062186f3ce,Hamdy Abdelwahab,Jamal Pogues,Draw/NC,S-DEC,3,5:00,Heavyweight
UFC 311: Makhachev vs. Moicano,"January 18, 2025",http://www.ufcstats.com/fight-details/daef1691c7d6b1e4,Islam Makhachev,Renato Moicano,Draw/NC,"SUB

      

        D'Arce Choke",1,4:05,Lightweight
UFC 311: Makhachev vs. Moicano,"January 18, 2025",http://www.ufcstats.com/fight-details/f39941b3743bf18c,Merab Dvalishvili,Umar Nurmagomedov,Draw/NC,U-DEC,5,5:00,Bantamweight
UFC 311: Makhachev vs. Moicano,"January 18, 2025",http://www.ufcstats.com/fight-details/959fea398ffa5778,Jiri Prochazka,Jamahal Hill,Draw/NC,"KO/TKO

      

        Punches",3,3:01,Light Heavyweight
UFC 311: Makhachev vs. Moicano,"January 18, 2025",http://www.ufcstats.com/fight-details/54d48b33e7240452,Jailton Almeida,Serghei Spivac,Draw/NC,"KO/TKO

      

        Punches",1,4:53,Heavyweight
UFC 311: Makhachev vs. Moicano,"January 18, 2025",http://www.ufcstats.com/fight-details/69d63c057aebffaf,Reinier de Ridder,Kevin Holland,Draw/NC,"SUB

      

        Rear Naked Choke",1,3:31,Middleweight
UFC 311: Makhachev vs. Moicano,"January 18, 2025",http://www.ufcstats.com/fight-details/d14f98b24691d082,Raoni Barcelos,Payton Talbott,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC 311: Makhachev vs. Moicano,"January 18, 2025",http://www.ufcstats.com/fight-details/938081fae11dcbbf,Azamat Bekoev,Zach Reese,Draw/NC,"KO/TKO

      

        Punches",1,3:04,Middleweight
UFC 311: Makhachev vs. Moicano,"January 18, 2025",http://www.ufcstats.com/fight-details/a6db8eb1fb3eebf2,Bogdan Guskov,Billy Elekana,Draw/NC,"SUB

      

        Guillotine Choke",2,3:33,Light Heavyweight
UFC 311: Makhachev vs. Moicano,"January 18, 2025",http://www.ufcstats.com/fight-details/aa3fca085d476636,Grant Dawson,Diego Ferreira,Draw/NC,U-DEC,3,5:00,Lightweight
UFC 311: Makhachev vs. Moicano,"January 18, 2025",http://www.ufcstats.com/fight-details/340fcdcabc49f142,Ailin Perez,Karol Rosa,Draw/NC,U-DEC,3,5:00,Women's Bantamweight
UFC 311: Makhachev vs. Moicano,"January 18, 2025",http://www.ufcstats.com/fight-details/e5e3d396a9b1c5ae,Muin Gafurov,Rinya Nakamura,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC 311: Makhachev vs. Moicano,"January 18, 2025",http://www.ufcstats.com/fight-details/95ba27bea09cd84e,Benardo Sopaj,Ricky Turcios,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC 311: Makhachev vs. Moicano,"January 18, 2025",http://www.ufcstats.com/fight-details/e294a1e5723011db,Tagir Ulanbekov,Clayton Carpenter,Draw/NC,U-DEC,3,5:00,Flyweight
UFC Fight Night: Covington vs. Buckley,"December 14, 2024",http://www.ufcstats.com/fight-details/00c6a2ef07ca51da,Joaquin Buckley,Colby Covington,Draw/NC,KO/TKO,3,4:42,Welterweight
UFC Fight Night: Covington vs. Buckley,"December 14, 2024",http://www.ufcstats.com/fight-details/7521015554088962,Cub Swanson,Billy Quarantillo,Draw/NC,"KO/TKO

      

        Punch",3,1:36,Featherweight
UFC Fight Night: Covington vs. Buckley,"December 14, 2024",http://www.ufcstats.com/fight-details/1a635a5e4551e7d5,Manel Kape,Bruno Silva,Draw/NC,"KO/TKO

      

        Punches",3,1:57,Flyweight
UFC Fight Night: Covington vs. Buckley,"December 14, 2024",http://www.ufcstats.com/fight-details/7b1bc4ff776f12c1,Dustin Jacoby,Vitor Petrino,Draw/NC,"KO/TKO

      

        Punch",3,3:44,Light Heavyweight
UFC Fight Night: Covington vs. Buckley,"December 14, 2024",http://www.ufcstats.com/fight-details/5238f6470d0557fb,Daniel Marcos,Adrian Yanez,Draw/NC,S-DEC,3,5:00,Bantamweight
UFC Fight Night: Covington vs. Buckley,"December 14, 2024",http://www.ufcstats.com/fight-details/2b6a75175bbca4e9,Navajo Stirling,Tuco Tokkos,Draw/NC,U-DEC,3,5:00,Light Heavyweight
UFC Fight Night: Covington vs. Buckley,"December 14, 2024",http://www.ufcstats.com/fight-details/9c24c03131d5b49a,Michael Johnson,Ottman Azaitar,Draw/NC,"KO/TKO

      

        Punch",2,2:03,Lightweight
UFC Fight Night: Covington vs. Buckley,"December 14, 2024",http://www.ufcstats.com/fight-details/b0be38110c2d8b84,Joel Alvarez,Drakkar Klose,Draw/NC,"KO/TKO

      

        Knee",1,2:48,Lightweight
UFC Fight Night: Covington vs. Buckley,"December 14, 2024",http://www.ufcstats.com/fight-details/ebeeed2595266bbc,Sean Woodson,Fernando Padilla,Draw/NC,"KO/TKO

      

        Punches",1,4:58,Featherweight
UFC Fight Night: Covington vs. Buckley,"December 14, 2024",http://www.ufcstats.com/fight-details/cf258c17234d649e,Felipe Lima,Miles Johns,Draw/NC,U-DEC,3,5:00,Featherweight
UFC Fight Night: Covington vs. Buckley,"December 14, 2024",http://www.ufcstats.com/fight-details/e5f9d59d00fe3c73,Miranda Maverick,Jamey-Lyn Horth,Draw/NC,U-DEC,3,5:00,Women's Flyweight
UFC Fight Night: Covington vs. Buckley,"December 14, 2024",http://www.ufcstats.com/fight-details/b40e4deb48658851,Davey Grant,Ramon Taveras,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Covington vs. Buckley,"December 14, 2024",http://www.ufcstats.com/fight-details/edf7ce89ad672e85,Piera Rodriguez,Josefine Knutsson,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC 310: Pantoja vs. Asakura,"December 07, 2024",http://www.ufcstats.com/fight-details/e761c5009c09b295,Alexandre Pantoja,Kai Asakura,Draw/NC,"SUB

      

        Rear Naked Choke",2,2:05,Flyweight
UFC 310: Pantoja vs. Asakura,"December 07, 2024",http://www.ufcstats.com/fight-details/1569186ee820ea87,Shavkat Rakhmonov,Ian Machado Garry,Draw/NC,U-DEC,5,5:00,Welterweight
UFC 310: Pantoja vs. Asakura,"December 07, 2024",http://www.ufcstats.com/fight-details/f706508c52f337a6,Ciryl Gane,Alexander Volkov,Draw/NC,S-DEC,3,5:00,Heavyweight
UFC 310: Pantoja vs. Asakura,"December 07, 2024",http://www.ufcstats.com/fight-details/0292b9c31c0089ac,Bryce Mitchell,Kron Gracie,Draw/NC,"KO/TKO

      

        Elbows",3,0:39,Featherweight
UFC 310: Pantoja vs. Asakura,"December 07, 2024",http://www.ufcstats.com/fight-details/089388c9f00ce9c6,Dooho Choi,Nate Landwehr,Draw/NC,"KO/TKO

      

        Elbows",3,3:21,Featherweight
UFC 310: Pantoja vs. Asakura,"December 07, 2024",http://www.ufcstats.com/fight-details/97caf8fca9d9603b,Dominick Reyes,Anthony Smith,Draw/NC,"KO/TKO

      

        Punches",2,4:46,Light Heavyweight
UFC 310: Pantoja vs. Asakura,"December 07, 2024",http://www.ufcstats.com/fight-details/4914f7bd073c6359,Vicente Luque,Themba Gorimbo,Draw/NC,"SUB

      

        Anaconda Choke",1,0:52,Welterweight
UFC 310: Pantoja vs. Asakura,"December 07, 2024",http://www.ufcstats.com/fight-details/df30514e0674d598,Movsar Evloev,Aljamain Sterling,Draw/NC,U-DEC,3,5:00,Featherweight
UFC 310: Pantoja vs. Asakura,"December 07, 2024",http://www.ufcstats.com/fight-details/7c0d0a28a8fba102,Bryan Battle,Randy Brown,Draw/NC,S-DEC,3,5:00,Welterweight
UFC 310: Pantoja vs. Asakura,"December 07, 2024",http://www.ufcstats.com/fight-details/0f16d83859d608c7,Eryk Anders,Chris Weidman,Draw/NC,"KO/TKO

      

        Punches",2,4:51,Catch Weight
UFC 310: Pantoja vs. Asakura,"December 07, 2024",http://www.ufcstats.com/fight-details/d38029cf47e54cf7,Joshua Van,Cody Durden,Draw/NC,U-DEC,3,5:00,Flyweight
UFC 310: Pantoja vs. Asakura,"December 07, 2024",http://www.ufcstats.com/fight-details/a5c57b0f49e9f61c,Michael Chiesa,Max Griffin,Draw/NC,"SUB

      

        Rear Naked Choke",3,1:56,Welterweight
UFC 310: Pantoja vs. Asakura,"December 07, 2024",http://www.ufcstats.com/fight-details/72b12a837290b327,Chase Hooper,Clay Guida,Draw/NC,"SUB

      

        Armbar",1,3:41,Lightweight
UFC 310: Pantoja vs. Asakura,"December 07, 2024",http://www.ufcstats.com/fight-details/eb94412f15c62650,Kennedy Nzechukwu,Lukasz Brzeski,Draw/NC,"KO/TKO

      

        Punch",1,4:51,Heavyweight
UFC Fight Night: Yan vs. Figueiredo,"November 23, 2024",http://www.ufcstats.com/fight-details/f53573316a4f349f,Petr Yan,Deiveson Figueiredo,Draw/NC,U-DEC,5,5:00,Bantamweight
UFC Fight Night: Yan vs. Figueiredo,"November 23, 2024",http://www.ufcstats.com/fight-details/f0c4aff7dd1ec4e9,Yan Xiaonan,Tabatha Ricci,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC Fight Night: Yan vs. Figueiredo,"November 23, 2024",http://www.ufcstats.com/fight-details/bec57d7cce0e6257,Muslim Salikhov,Song Kenan,Draw/NC,"KO/TKO

      

        Kick",1,3:49,Welterweight
UFC Fight Night: Yan vs. Figueiredo,"November 23, 2024",http://www.ufcstats.com/fight-details/64d6d51219e0664c,Gabriella Fernandes,Wang Cong,Draw/NC,"SUB

      

        Rear Naked Choke",2,3:49,Women's Flyweight
UFC Fight Night: Yan vs. Figueiredo,"November 23, 2024",http://www.ufcstats.com/fight-details/02ec66f311dce539,Carlos Ulberg,Volkan Oezdemir,Draw/NC,U-DEC,3,5:00,Light Heavyweight
UFC Fight Night: Yan vs. Figueiredo,"November 23, 2024",http://www.ufcstats.com/fight-details/56d2c00dfd391fcf,Zhang Mingyang,Ozzy Diaz,Draw/NC,"KO/TKO

      

        Elbow",1,2:25,Light Heavyweight
UFC Fight Night: Yan vs. Figueiredo,"November 23, 2024",http://www.ufcstats.com/fight-details/9c207acb12c17a67,SuYoung You,Baergeng Jieleyisi,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Yan vs. Figueiredo,"November 23, 2024",http://www.ufcstats.com/fight-details/828de4f5585c908c,DongHun Choi,Kiru Sahota,Draw/NC,"KO/TKO

      

        Punch",1,2:36,Flyweight
UFC Fight Night: Yan vs. Figueiredo,"November 23, 2024",http://www.ufcstats.com/fight-details/baee9b2491c986e2,Shi Ming,Feng Xiaocan,Draw/NC,"KO/TKO

      

        Kick",3,0:46,Women's Strawweight
UFC Fight Night: Yan vs. Figueiredo,"November 23, 2024",http://www.ufcstats.com/fight-details/5dab54e34c2cfe01,Carlos Hernandez,Nyamjargal Tumendemberel,Draw/NC,S-DEC,3,5:00,Flyweight
UFC Fight Night: Yan vs. Figueiredo,"November 23, 2024",http://www.ufcstats.com/fight-details/38f1c83c19e99fa2,Lone'er Kavanagh,Jose Ochoa,Draw/NC,U-DEC,3,5:00,Flyweight
UFC Fight Night: Yan vs. Figueiredo,"November 23, 2024",http://www.ufcstats.com/fight-details/f5f28a8b472b8012,Xiao Long,Quang Le,Draw/NC,"KO/TKO

      

        Punch",3,1:28,Bantamweight
UFC Fight Night: Yan vs. Figueiredo,"November 23, 2024",http://www.ufcstats.com/fight-details/86a2f07e0bf20297,Nikolas Motta,Maheshate,Draw/NC,U-DEC,3,5:00,Lightweight
UFC 309: Jones vs. Miocic,"November 16, 2024",http://www.ufcstats.com/fight-details/b35e47f2f58ef026,Jon Jones,Stipe Miocic,Draw/NC,"KO/TKO

      

        Spinning Back Kick",3,4:29,Heavyweight
UFC 309: Jones vs. Miocic,"November 16, 2024",http://www.ufcstats.com/fight-details/4f4189009a190e35,Charles Oliveira,Michael Chandler,Draw/NC,U-DEC,5,5:00,Lightweight
UFC 309: Jones vs. Miocic,"November 16, 2024",http://www.ufcstats.com/fight-details/cfd3e62c638fbd1f,Bo Nickal,Paul Craig,Draw/NC,U-DEC,3,5:00,Middleweight
UFC 309: Jones vs. Miocic,"November 16, 2024",http://www.ufcstats.com/fight-details/8545a2495db16538,Viviane Araujo,Karine Silva,Draw/NC,U-DEC,3,5:00,Women's Flyweight
UFC 309: Jones vs. Miocic,"November 16, 2024",http://www.ufcstats.com/fight-details/55eebc2ee92bf00a,Mauricio Ruffy,James Llontop,Draw/NC,U-DEC,3,5:00,Catch Weight
UFC 309: Jones vs. Miocic,"November 16, 2024",http://www.ufcstats.com/fight-details/2a930e2d7e1f87a9,Marcus McGhee,Jonathan Martinez,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC 309: Jones vs. Miocic,"November 16, 2024",http://www.ufcstats.com/fight-details/35c8223cc967fe0a,Jim Miller,Damon Jackson,Draw/NC,"SUB

      

        Guillotine Choke",1,2:44,Lightweight
UFC 309: Jones vs. Miocic,"November 16, 2024",http://www.ufcstats.com/fight-details/c565e2baa27cc7e5,David Onama,Roberto Romero,Draw/NC,U-DEC,3,5:00,Lightweight
UFC 309: Jones vs. Miocic,"November 16, 2024",http://www.ufcstats.com/fight-details/6c1faa6284428e5d,Marcin Tybura,Jhonata Diniz,Draw/NC,KO/TKO,2,5:00,Heavyweight
UFC 309: Jones vs. Miocic,"November 16, 2024",http://www.ufcstats.com/fight-details/00414fc5519233b4,Ramiz Brahimaj,Mickey Gall,Draw/NC,"KO/TKO

      

        Punch",1,2:55,Welterweight
UFC 309: Jones vs. Miocic,"November 16, 2024",http://www.ufcstats.com/fight-details/9676a4e9362e4bfd,Oban Elliott,Bassil Hafez,Draw/NC,"KO/TKO

      

        Punch",3,0:40,Welterweight
UFC 309: Jones vs. Miocic,"November 16, 2024",http://www.ufcstats.com/fight-details/40e2a7b65794ac05,Eduarda Moura,Veronica Hardy,Draw/NC,U-DEC,3,5:00,Women's Flyweight
UFC Fight Night: Magny vs. Prates,"November 09, 2024",http://www.ufcstats.com/fight-details/73f451d894a1d4ca,Carlos Prates,Neil Magny,Draw/NC,"KO/TKO

      

        Punch",1,4:50,Welterweight
UFC Fight Night: Magny vs. Prates,"November 09, 2024",http://www.ufcstats.com/fight-details/154138c8fc89c315,Reinier de Ridder,Gerald Meerschaert,Draw/NC,"SUB

      

        Arm Triangle",3,1:44,Middleweight
UFC Fight Night: Magny vs. Prates,"November 09, 2024",http://www.ufcstats.com/fight-details/e6685759ed2af90d,Gaston Bolanos,Cortavious Romious,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Magny vs. Prates,"November 09, 2024",http://www.ufcstats.com/fight-details/c31d9cac7534d879,Gillian Robertson,Luana Pinheiro,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC Fight Night: Magny vs. Prates,"November 09, 2024",http://www.ufcstats.com/fight-details/ea6427379a83bd01,Mansur Abdul-Malik,Dusko Todorovic,Draw/NC,"KO/TKO

      

        Punches",1,2:44,Middleweight
UFC Fight Night: Magny vs. Prates,"November 09, 2024",http://www.ufcstats.com/fight-details/e62033cb1e79aa81,Denise Gomes,Karolina Kowalkiewicz,Draw/NC,U-DEC,3,5:00,Women's Strawweight
UFC Fight Night: Magny vs. Prates,"November 09, 2024",http://www.ufcstats.com/fight-details/c9d2a718f39274c0,Elizeu Zaleski dos Santos,Zachary Scroggin,Draw/NC,"KO/TKO

      

        Punches",1,1:15,Welterweight
UFC Fight Night: Magny vs. Prates,"November 09, 2024",http://www.ufcstats.com/fight-details/6b9ed3867dd42b3b,Charles Radtke,Matthew Semelsberger,Draw/NC,"KO/TKO

      

        Punches",1,0:51,Welterweight
UFC Fight Night: Magny vs. Prates,"November 09, 2024",http://www.ufcstats.com/fight-details/6fd1edb58d271f7c,Da'Mon Blackshear,Cody Stamann,Draw/NC,"SUB

      

        Rear Naked Choke",1,4:19,Bantamweight
UFC Fight Night: Magny vs. Prates,"November 09, 2024",http://www.ufcstats.com/fight-details/582846744e379178,Tresean Gore,Antonio Trocoli,Draw/NC,"SUB

      

        Guillotine Choke",1,1:23,Middleweight
UFC Fight Night: Magny vs. Prates,"November 09, 2024",http://www.ufcstats.com/fight-details/32f2965b4f4c4ebf,Melissa Mullins,Klaudia Sygula,Draw/NC,"KO/TKO

      

        Punches",2,1:20,Women's Bantamweight
UFC Fight Night: Moreno vs. Albazi,"November 02, 2024",http://www.ufcstats.com/fight-details/799acf3ae8a5df0a,Brandon Moreno,Amir Albazi,Draw/NC,U-DEC,5,5:00,Flyweight
UFC Fight Night: Moreno vs. Albazi,"November 02, 2024",http://www.ufcstats.com/fight-details/18729b11614406bf,Erin Blanchfield,Rose Namajunas,Draw/NC,U-DEC,5,5:00,Women's Flyweight
UFC Fight Night: Moreno vs. Albazi,"November 02, 2024",http://www.ufcstats.com/fight-details/7edf2fe3a8776a44,Brendson Ribeiro,Caio Machado,Draw/NC,S-DEC,3,5:00,Light Heavyweight
UFC Fight Night: Moreno vs. Albazi,"November 02, 2024",http://www.ufcstats.com/fight-details/eaa885cf7ae31e0b,Jasmine Jasudavicius,Ariane da Silva,Draw/NC,"SUB

      

        D'Arce Choke",3,2:28,Women's Flyweight
UFC Fight Night: Moreno vs. Albazi,"November 02, 2024",http://www.ufcstats.com/fight-details/6ad594777cce2d7d,Dustin Stoltzfus,Marc-Andre Barriault,Draw/NC,"KO/TKO

      

        Punch",1,4:28,Middleweight
UFC Fight Night: Moreno vs. Albazi,"November 02, 2024",http://www.ufcstats.com/fight-details/d29a82322bb083d9,Mike Malott,Trevin Giles,Draw/NC,U-DEC,3,5:00,Welterweight
UFC Fight Night: Moreno vs. Albazi,"November 02, 2024",http://www.ufcstats.com/fight-details/b989d4d7e220b3c1,Aiemann Zahabi,Pedro Munhoz,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Moreno vs. Albazi,"November 02, 2024",http://www.ufcstats.com/fight-details/24581e2b39fe3319,Charles Jourdain,Victor Henry,Draw/NC,"SUB

      

        Guillotine Choke",2,3:43,Bantamweight
UFC Fight Night: Moreno vs. Albazi,"November 02, 2024",http://www.ufcstats.com/fight-details/5256ba94641a4284,Youssef Zalal,Jack Shore,Draw/NC,"SUB

      

        Arm Triangle",2,0:59,Featherweight
UFC Fight Night: Moreno vs. Albazi,"November 02, 2024",http://www.ufcstats.com/fight-details/de084f0d65421cfa,Alexandr Romanov,Rodrigo Nascimento,Draw/NC,U-DEC,3,5:00,Heavyweight
UFC Fight Night: Moreno vs. Albazi,"November 02, 2024",http://www.ufcstats.com/fight-details/f93b074dfd47b4b4,Serhiy Sidey,Garrett Armfield,Draw/NC,S-DEC,3,5:00,Bantamweight
UFC Fight Night: Moreno vs. Albazi,"November 02, 2024",http://www.ufcstats.com/fight-details/c9cef59a5de32219,Cody Gibson,Chad Anheliger,Draw/NC,U-DEC,3,5:00,Bantamweight
UFC Fight Night: Moreno vs. Albazi,"November 02, 2024",http://www.ufcstats.com/fight-details/f0723cda67db3954,Jamey-Lyn Horth,Ivana Petrovic,Draw/NC,S-DEC,3,5:00,Women's Flyweight
UFC 308: Topuria vs. Holloway,"October 26, 2024",http://www.ufcstats.com/fight-details/ebf7cea27b83c432,Ilia Topuria,Max Holloway,Draw/NC,"KO/TKO

      

        Punch",3,1:34,Featherweight
UFC 308: Topuria vs. Holloway,"October 26, 2024",http://www.ufcstats.com/fight-details/b8bf186f884678ea,Khamzat Chimaev,Robert Whittaker,Draw/NC,"SUB

      

        Rear Naked Choke",1,3:34,Middleweight
UFC 308: Topuria vs. Holloway,"October 26, 2024",http://www.ufcstats.com/fight-details/b09f54654b0f95f5,Magomed Ankalaev,Aleksandar Rakic,Draw/NC,U-DEC,3,5:00,Light Heavyweight
UFC 308: Topuria vs. Holloway,"October 26, 2024",http://www.ufcstats.com/fight-details/cc11a0762f246fa4,Lerone Murphy,Dan Ige,Draw/NC,U-DEC,3,5:00,Featherweight
UFC 308: Topuria vs. Holloway,"October 26, 2024",http://www.ufcstats.com/fight-details/108434acbbd75d26,Shara Magomedov,Armen Petrosyan,Draw/NC,"KO/TKO

      

        Spinning Back Fist",2,4:52,Middleweight
UFC 308: Topuria vs. Holloway,"October 26, 2024",http://www.ufcstats.com/fight-details/781a2ea50f5ae68f,Ibo Aslan,Rafael Cerqueira,Draw/NC,"KO/TKO

      

        Punches",1,0:51,Light Heavyweight
UFC 308: Topuria vs. Holloway,"October 26, 2024",http://www.ufcstats.com/fight-details/1d65c141776949d6,Geoff Neal,Rafael Dos Anjos,Draw/NC,KO/TKO,1,1:30,Welterweight
UFC 308: Topuria vs. Holloway,"October 26, 2024",http://www.ufcstats.com/fight-details/919e3c5cc6999cb3,Mateusz Rebecki,Myktybek Orolbai,Draw/NC,S-DEC,3,5:00,Catch Weight
UFC 308: Topuria vs. Holloway,"October 26, 2024",http://www.ufcstats.com/fight-details/af6eeea1cfe33240,Abus Magomedov,Brunno Ferreira,Draw/NC,"SUB

      

        Arm Triangle",3,3:14,Middleweight
UFC 308: Topuria vs. Holloway,"October 26, 2024",http://www.ufcstats.com/fight-details/df7928de73fc2fe8,Kennedy Nzechukwu,Chris Barnett,Draw/NC,"KO/TKO

      

        Knee",1,4:27,Heavyweight
